,,予算枠,残枠,優先順位,性別,年齢上限,求める資格[テキスト],都道府県,市区町村,最寄り駅,（上部）給与形態例下限,社名,URL,/previewなし,業種,職種,タイトル,仕事内容キャッチ,寮完備,寮費,雇用形態,案件ID,仕事No.,企業ID
FALSE,,,,4,男性,49,◆未経験OK！,長野県,上伊那郡南箕輪村,北殿駅から徒歩15分,1320,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803842,https://job-con.jp/detail/51/803842,その他,組立・組付け・機械オペレーター・塗装,【未経験OK！ビギナー活躍中♪】女性も多数カツヤク中♪土日祝休み！,空気圧機器部品の入出庫<B><B>【業務内容詳細】部品の入出庫業務・ハンドリフトを使用し資材回収業務【取扱製品情報】空気圧機器,,,派遣社員,803842,1314RS0629G43★51-S,51
FALSE,,,,4,不問,49,◆経験者歓迎！,岐阜県,美濃加茂市,前平公園駅から車4分,1550,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803846,https://job-con.jp/detail/51/803846,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【アナタのスキル活かしませんか？】高収入でしっかり稼ぐ！残業でたっぷり稼ぐ！,工作機械部品の機械操作<B><B>【具体的業務内容】金属や樹脂を削り取る機械の操作をするお仕事です。<B>ボタンを押すと、<B>あとは機械が動いて加工をしてくれます。<B>【取扱製品情報】工作機械,,,派遣社員,803846,1314RS0629G51★29-S,51
FALSE,,,,4,不問,49,◆未経験OK！,滋賀県,栗東市,栗東駅から車7分、手原駅から車9分、草津駅から車13分,1450,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803847,https://job-con.jp/detail/51/803847,食品・飲料,食品加工,【未経験の方も大カンゲイ◎】うれしい土日祝やすみ♪年間休日120日以上★,カップラーメンの製造マシンへ具材投入・検査<B><B>*カップラーメン製造のお仕事*<B>・機械への具材投入<B>・不良品の廃棄/仕分け<B>・運搬<B>・機械のタッチパネル操作<B>・目視検査<B>・清掃業務,,,派遣社員,803847,1314RS0629G58★69-S,51
FALSE,,,,4,男性,49,◆未経験OK！,愛知県,豊田市,豊田市駅から車8分,1500,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803849,https://job-con.jp/detail/51/803849,その他,軽作業・検査・ピッキング,【寮付きで住める×働ける】未経験の方も安心◎稼ぐ優先・高収入Work☆,組立・加工・食品製造など/寮完備<B><B>【業務内容詳細】ネジの拡大鏡を使用した検査、<B>測定器を使った検査をしていただきます。<B>【取扱製品情報】ねじ,1,,派遣社員,803849,1314RS0629G52★81-S,51
FALSE,,,,4,不問,49,◆未経験OK！,群馬県,高崎市,※詳しくはお問合せください,1550,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803850,https://job-con.jp/detail/51/803850,半導体・電子,組立・組付け・機械オペレーター・塗装,【未経験から安心スタート♪】稼ぐ優先・高収入Work☆,機械オペレーター<B><B>【業務内容詳細】シリコンウェーハを入れる収納BOXの洗浄・検品・専用の洗浄機にBOXをセット・洗浄後のBOXの外観チェック(キズ・汚れの確認)・汚れが残っていた場合の軽い拭き取り作業・出荷前の簡単な梱包や記録入力 など※重量物の取り扱いはありません。<B>【取扱製品情報】シリコンウエハー(半導体の土台になるシリコン製の円盤状の板)など,,,派遣社員,803850,1314RS0629G15★38-S,51
FALSE,,,,4,男性,49,◆未経験OK！,兵庫県,たつの市,※詳しくはお問合せください,1650,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803852,https://job-con.jp/detail/51/803852,その他,軽作業・検査・ピッキング,【未経験でも大丈夫☆】残業は基本的にナシ♪土日祝休み！高収入でしっかり稼ぐ！,樹脂製品の充填・梱包<B><B>【詳細業務内容】樹脂製品等の製造・充填作業原料のセット(20kg～30kg程度の重量物の持ち上げ・移動あり)機械操作(ボタン操作等の自動充填準備)梱包、<B>日報作成(メール送受信・簡単なPC入力程度)【製品詳細】樹脂製品,,,派遣社員,803852,1314RS0629G60★79-S,51
FALSE,,,,4,男性,49,◆未経験OK！,愛知県,豊田市,四郷駅から車15分,1650,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803853,https://job-con.jp/detail/51/803853,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【初心者カンゲイ♪】稼ぐ優先・高収入Work☆若い世代も活躍中！,ねじ部品の投入・計量<B><B>★<B>禁煙企業★<B>【短期案件！<B>】【業務内容詳細】ネジの投入、<B>計量などを行っていただきます。<B>【取扱製品情報】自動車部品のねじ,,,派遣社員,803853,1314RS0629G52★94-S,51
FALSE,,,,4,男性,49,◆経験者歓迎！,愛知県,半田市,乙川駅から徒歩28分,1520,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803856,https://job-con.jp/detail/51/803856,物流・倉庫,組立・組付け・機械オペレーター・塗装,【経験者×ブラッシュUP！！】稼ぐ優先・高収入Work☆好きな髪色でOK♪,フォークリフト部品の旋盤加工<B><B>【製品】フォークリフト等の部品【作業内容】部品の加工(NC旋盤)【重量物】【座り立ち】立ち【ラインorセル】ライン,,,派遣社員,803856,1314RS0629G49★11-S,51
FALSE,,,,4,不問,49,◆経験者歓迎！,広島県,安芸郡坂町,矢野駅から徒歩24分,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803860,https://job-con.jp/detail/51/803860,自動車・部品・バイク,軽作業・検査・ピッキング,【経験者×ブラッシュUP！！】程よく残業で収入にプラス♪ジブンらしく・髪型自由♪,くるま小物部品の仕分け・梱包<B><B>【業務内容詳細】片手サイズの自動車小物部品を作業台の上で段ボール箱に入れる仕分け梱包作業は性別問わず対応可能。<B>男性は伝票を見て梱包された段ボールをパレットの上に運ぶ作業がメインになります。<B>部署内は男女半々で冷暖房も完備されており非常に就業しやすい環境です。<B>【取扱製品情報】自動車小物部品,,,派遣社員,803860,1314RS0629G63★5-S,51
FALSE,,,,4,不問,49,◆未経験OK！,滋賀県,東近江市,能登川駅から車8分,1300,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/803861,https://job-con.jp/detail/51/803861,自動車・部品・バイク,軽作業・検査・ピッキング,【未経験者カンゲイ♪】残業もあるのでガッツリ稼げます！好きな髪色でOK♪,くるまシートクッションの検査・出荷<B><B>【業務内容詳細】ウレタンというスポンジのような製品を検査や出荷作業重量物は基本的にはナシライン作業【取扱製品情報】自動車シートのクッション部分,,,派遣社員,803861,1314RS0629G58★70-S,51
FALSE,,,,4,男性,49,◆経験者歓迎！,愛知県,豊田市,土橋駅から徒歩15分、末野原駅から車15分、牛田駅から車25分,28.6,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804791,https://job-con.jp/detail/51/804791,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【家電付きワンルーム寮×寮費0円☆彡】うれしい昇給制度あり！！人気の土日やすみ♪,タイヤのホイールづくり/寮完備<B><B>《タイヤのホイールづくり》<B>タイヤのホイールを製造ラインに流すお仕事です！<B>タクトはゆっくりめです♪,1,,派遣社員,804791,1314RS0629G53★6-S,51
FALSE,,,,4,不問,49,◆未経験OK！,愛知県,豊田市,猿投駅から車11分、四郷駅から車14分、浄水駅から車19分,42,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804792,https://job-con.jp/detail/51/804792,自動車・部品・バイク,軽作業・検査・ピッキング,【高時給1900円★】家電付き1R寮完備！未経験の方もOK！うれしい土日やすみ♪,モニターでくるま部品のチェック/寮完備<B><B>◆自動車のエンジンポンプ部品◆<B>・モニターや拡大鏡を使用して製品チェック<B>・組付機械へ製品のセット,1,,派遣社員,804792,1314RS0629G53★5-S,51
FALSE,,,,4,不問,49,◆未経験OK！,滋賀県,野洲市,野洲駅から徒歩14分、手原駅から車19分、近江八幡駅から車23分,31.8,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804793,https://job-con.jp/detail/51/804793,半導体・電子,組立・組付け・機械オペレーター・塗装,《家電付きのワンルーム寮完備★》寮費補助が5万円あるので実質無料！車通勤OK♪,半導体部品を機械にセット&パネル操作/寮完備<B><B>＼半導体製造機械のオペレーター/<B>クリーンルーム内で半導体をケースにセット<B>→ケースを機械にセットしタッチパネルで操作,1,,派遣社員,804793,1314RS0629G58★73-S,51
FALSE,,,,4,不問,49,◆未経験OK！,滋賀県,野洲市,野洲駅から徒歩14分、手原駅から車19分、近江八幡駅から車23分,37.3,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804794,https://job-con.jp/detail/51/804794,半導体・電子,組立・組付け・機械オペレーター・塗装,《未経験の方も大カンゲイ★》高時給1700円！！正社員登用制度あり！くるま通勤◎,半導体部品を機械にセット&パネル操作<B><B>＼半導体製造機械のオペレーター/<B>クリーンルーム内で半導体をケースにセット<B>→ケースを機械にセットしタッチパネルで操作,,,派遣社員,804794,1314RS0629G58★75-S,51
FALSE,,,,4,男性,49,◆未経験OK！,愛知県,安城市,南桜井駅から徒歩10分、米津駅から車8分、安城駅から車21分,43.7,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804795,https://job-con.jp/detail/51/804795,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【家電付きワンルーム寮完備×寮費補助あり★】人気の土日やすみ！車通勤OK♪,トランスミッションの加工や検査/寮完備<B><B>《トランスミッションの製造》<B>◆加工マシンに部品をセット→ボタン操作<B>◆完成品の目視チェック<B>◆手作業で部品の組み付け,1,,派遣社員,804795,1314RS0629G53★65-S,51
FALSE,,,,4,男性,49,◆未経験OK！,愛知県,安城市,南桜井駅から徒歩10分、米津駅から車8分、安城駅から車21分,43.7,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804796,https://job-con.jp/detail/51/804796,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【未経験の方も大カンゲイ★】人気の土日やすみ！駅から徒歩圏内だから通勤らくらく♪,トランスミッションの加工や検査<B><B>《トランスミッションの製造》<B>◆加工マシンに部品をセット→ボタン操作<B>◆完成品の目視チェック<B>◆手作業で部品の組み付け,,,派遣社員,804796,1314RS0629G53★66-S,51
FALSE,,,,4,不問,49,◆未経験OK！,三重県,名張市,名張駅から車10分,1430,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804798,https://job-con.jp/detail/51/804798,自動車・部品・バイク,軽作業・検査・ピッキング,【寮完備！】未経験OK！ビギナー活躍中♪高収入でしっかり稼ぐ！ヘアスタイル自由☆,組立・加工・食品製造など/寮完備<B><B>【業務内容詳細】≪寮費無料で高時給！<B>自動車のシートに使われるクッションのバリ取り作業≫<B>ウレタン素材を使った製品を製造する企業でのバリ取り作業をお任せします。<B>自動車シートの中に使われるクッションがラインで流れてくるのでカッターを持ってバリを切っていただきます。<B>未経験者活躍中です。<B>【取扱製品情報】自動車シートのクッション(ウレタンシート),1,,派遣社員,804798,1314RS0629G56★41-S,51
FALSE,,,,4,不問,49,◆未経験OK！,愛知県,豊田市,猿投駅から車11分、四郷駅から車17分、近鉄名古屋駅から車39分,1900,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804799,https://job-con.jp/detail/51/804799,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【高時給1900円☆】交替勤務で稼げます！未経験カンゲイ！マイカーで通勤OK◎,マシンにくるま部品のセット&ボタン操作<B><B>＼自動車部品(エンジンポンプ)づくり/<B>◆機械に部品をセット<B>◆機械のボタンを操作して組立,,,派遣社員,804799,1314RS0629G52★78-S,51
FALSE,,,,4,男性,49,◆未経験OK！,福岡県,北九州市若松区,若松駅から車15分,1600,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804801,https://job-con.jp/detail/51/804801,食品・飲料,組立・組付け・機械オペレーター・塗装,【新生活応援・寮完備】未経験の方大歓迎♪憧れの高収入Work！！少人数体制！,組立・加工・食品製造など/寮完備<B><B>【業務内容詳細】(1)樹脂を熱で溶かして銅線につける→水で冷やして固める機械オペレーター/原料投入もあり(15kgの袋)(2)銅線の糸を編み込む業務(全て機械で行います)機械に銅線をセット/特殊な製品の原料は手作業で投入の為原料をもって階段6段くらい上がって投入します/1日のうち30m～1h程180cmくらいのボビンを転がすこともあります。<B>重くはないですが方向転換に力がいります。<B>(3)機械にボビンごと機械をセット/(2)よりサイズは小さいが重いのでホイストクレーンを使用して持ち上げます。<B>銅線に機械でテープを巻くのでテープが切れたら機械にセットします。<B>機械操作し条件出しします。<B>他監視業務【重量】MAX15kg【座り立ち】立ち【ラインorセル】【取扱製品情報】電気通信用ケーブル同軸ケーブル(電気通信に使われる被覆電線の一種),1,,派遣社員,804801,1314RS0629G65★46-S,51
FALSE,,,,4,男性,49,◆経験者歓迎！,愛知県,みよし市,黒笹駅から車5分,1680,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804802,https://job-con.jp/detail/51/804802,その他,組立・組付け・機械オペレーター・塗装,【経験活かしてステップUP！！】憧れの高収入Work！！社会人経験をつもう！,電子材料の試作製造<B><B>【取扱製品情報】コンピュータ、<B>デジタル家電等のマテリアル製品【業務内容詳細】試作計画を受け作業手順にしたがって試作製造、<B>及びその付随業務,,,派遣社員,804802,1314RS0629G53★9-S,51
FALSE,,,,4,男性,49,◆未経験OK！,兵庫県,姫路市,広畑駅から徒歩40分,1700,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804805,https://job-con.jp/detail/51/804805,輸送機械,組立・組付け・機械オペレーター・塗装,【未経験スタート大歓迎♪】憧れの高収入Work！！程よく残業で収入にプラス♪,船舶エンジンの組立作業<B><B>【業務内容詳細】船舶用エンジンの組立業務。<B>大型エンジンを5人ほどのチームで組み上げます。<B>大きい部品はクレーンを使い運搬し、<B>所定の位置まで降ろして組付け。<B>工具は、<B>インパクトドライバーやトルクレンチ、<B>レンチ等を使用します。<B>2日程かけて1台を完成させます。<B>【取扱製品情報】船舶に使われる駆動用エンジン・発電用エンジン,,,派遣社員,804805,1314RS0629G60★24-S,51
FALSE,,,,4,男性,49,◆未経験OK！,兵庫県,姫路市,広畑駅から徒歩40分,1700,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804806,https://job-con.jp/detail/51/804806,輸送機械,組立・組付け・機械オペレーター・塗装,【経験がなくても大丈夫☆】高収入でしっかり稼ぐ！1H程度/日の残業でちょい稼ぎ！,大型エンジンの動作チェック<B><B>【業務内容詳細】船舶用エンジンの試運転業務。<B>組立された大型エンジンと発電機を連結させ、<B>試運転の操作。<B>オイル漏れや動作不良が無いかのチェック。<B>データの書類書き込み。<B>【取扱製品情報】船舶に使われる駆動用エンジン・発電用エンジン,,,派遣社員,804806,1314RS0629G60★45-S,51
FALSE,,,,4,不問,49,◆未経験OK！,山形県,鶴岡市,鶴岡駅から徒歩14分,1700,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804807,https://job-con.jp/detail/51/804807,半導体・電子,組立・組付け・機械オペレーター・塗装,【地元でもOK！寮のお仕事】未経験OK！ビギナー活躍中♪残業ほぼナシ！,機械オペレーター/寮完備<B><B>【業務内容詳細】<電子部品の製造・検査>＼大手メーカーで安心の高待遇&人気の軽作業/スマホやPCなどの電化製品に使用する巻き線コイルの製造や検査のお仕事！<B>未経験者でも作業可能！<B>簡単なタッチパネルでの機械操作です！<B>下記いずれかの工程を担当いただきます◆機械操作・検査・製品をマシンにセット・機種に合わせ設定を変更・スタートボタンをポチ！<B>・自動で生産が開始・出来上がった製品の外観検査・次工程へ搬送◆検査・顕微鏡での外観チェック・作業記録シート記載どの工程もわかりやすい手順書があるので安心！<B>なんでも聞きやすい風通しの良い職場です♪<B>【取扱製品情報】主要製品/薄膜電源コイル,1,,派遣社員,804807,1314RS0629G5★4-S,51
FALSE,,,,4,不問,49,◆未経験OK！,愛知県,安城市,桜井駅から車15分,1850,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804808,https://job-con.jp/detail/51/804808,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【未経験スタート大歓迎♪】高収入ワーク！これから躍進！！20代活躍中♪,組立・加工・食品製造など<B><B>【業務内容詳細】バルブ、<B>キャニスタ等の製造にかかわる　組付け、<B>加工、<B>機械オペレーター、<B>検査等【取扱製品情報】自動車部品バルブ、<B>キャニスタ,,,派遣社員,804808,1314RS0629G53★61-S,51
FALSE,,,,4,不問,49,◆未経験OK！<B>◆製造経験者歓迎！,神奈川県,高座郡寒川町,寒川駅から徒歩14分、茅ケ崎駅から車19分、厚木駅から車19分,1750,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804809,https://job-con.jp/detail/51/804809,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【経験をいかして働こう☆彡】うれしい高時給1750円！！マイカーでらくらく通勤♪,自動車エンジンの組立・チェック<B><B>《自動車エンジンづくり》<B>エンジン組立・検査・部品の加工がメインのお仕事です☆,,,派遣社員,804809,1314RS0629G22★52-S,51
FALSE,,,,4,男性,49,◆交替勤務経験のある方,山形県,東根市,神町駅から車8分、さくらんぼ東根駅から車8分、山形駅から車30分,24.7,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804811,https://job-con.jp/detail/51/804811,その他,組立・組付け・機械オペレーター・塗装,【家電付きワンルーム寮完備×寮費0円☆彡】直接雇用制度あり☆ウレシイ土日祝休み♪,防塵マスク製造マシンのメンテナンス/寮完備<B><B>＼防塵マスクづくり/<B>◆機械に材料をセット<B>◆機械のメンテナンスなどトラブル対応<B>◆PCを使用した出庫数入力・在庫照合作業,1,,派遣社員,804811,1314RS0629G5★13-S,51
FALSE,,,,4,男性,49,◆交替勤務経験のある方,山形県,東根市,神町駅から車8分、さくらんぼ東根駅から車8分、山形駅から車30分,24.7,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804812,https://job-con.jp/detail/51/804812,その他,組立・組付け・機械オペレーター・塗装,【経験をいかして働こう☆彡】直接雇用制度あり☆ウレシイ土日祝休み♪食堂あり！,防塵マスク製造マシンのメンテナンス<B><B>＼防塵マスクづくり/<B>◆機械に材料をセット<B>◆機械のメンテナンスなどトラブル対応<B>◆PCを使用した出庫数入力・在庫照合作業,,,派遣社員,804812,1314RS0629G5★15-S,51
FALSE,,,,4,不問,49,◆未経験OK！,福岡県,豊前市,宇島駅から車8分、吉富駅から車13分、小倉駅から車50分,23,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804813,https://job-con.jp/detail/51/804813,化学・石油化学,組立・組付け・機械オペレーター・塗装,【家電付き1R寮×寮費補助あり☆彡】人気の土日やすみ！マイカーでらくらく通勤♪,プラスチック容器の形づくり/寮完備<B><B>《洗剤や化粧品に関わるパッケージづくり》<B>◆プラスチック容器の成形<B>◆機械オペレーター<B>◆製品のチェック,1,,派遣社員,804813,1314RS0629G65★41-S,51
FALSE,,,,4,男性,49,◆経験者歓迎！,愛知県,碧南市,高浜港駅から徒歩15分,1500,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804816,https://job-con.jp/detail/51/804816,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【経験活かしてステップUP！！】憧れの高収入Work！！アナタらしく♪髪型自由☆,クレーンでパレットの運搬<B><B>【業務内容詳細】金属小物部品のプレス、<B>機械OP【重量】5-7kg【座り/立ち】立ち【ライン/セル】セル【取扱製品情報】自動車金属小物部品,,,派遣社員,804816,1314RS0629G48★94-S,51
FALSE,,,,4,不問,49,◆経験者歓迎！,栃木県,鹿沼市,新鹿沼駅から車11分,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804817,https://job-con.jp/detail/51/804817,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【アナタのスキル活かしませんか？】残業ほぼナシでジュージツ☆ウレシイ☆土日祝休♪,歯科ドリル部品の加工・検査<B><B>【業務内容詳細】ペンサイズのドリル部品の製造・金属加工業務・金属加工に関わる、<B>検査、<B>洗浄、<B>運搬等の業務座り立ち有り/セル作業が殆ど【取扱製品詳細】歯科医療機器(ドリルや滅菌機等)重量は10kg程度,,,派遣社員,804817,1314RS0629G13★40-S,51
FALSE,,,,4,不問,49,◆未経験OK！,山梨県,北杜市,※詳しくはお問合せください,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804819,https://job-con.jp/detail/51/804819,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【誰でもはじめは初心者♪】ウレシイ☆土日祝休♪少人数体制！,長期！残業もできて稼げる★メタルパーツの溶接！<B><B>【業務内容詳細】空調完備で働きやすい環境！<B>金属製品製造に伴う自動溶接機の機械オペレーター作業【取扱製品情報】製造装置,,,派遣社員,804819,1314RS0629G35★74-S,51
FALSE,,,,4,女性,49,◆未経験OK！,愛知県,安城市,新安城駅から徒歩20分,1280,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804821,https://job-con.jp/detail/51/804821,その他,組立・組付け・機械オペレーター・塗装,【誰でもはじめは初心者♪】女性スタッフさんも活躍中♪適度に残業あって稼げる！,冷凍食品の細菌検査・入力<B><B>【業務内容】・製品ラインを回り、<B>サンプルとして製品を回収・検査室で培養をし、<B>細菌など異常値が出ないかチェック・検査結果のデータ入力※最初は、<B>サンプルを採りに行ったり、<B>培養するケースみたいなものを準備したり、<B>簡単なことから始めていただきます。<B>【取扱製品情報】コロッケ、<B>シュウマイなどの冷凍食品,,,派遣社員,804821,1314RS0629G49★2-S,51
FALSE,,,,4,男性,49,◆未経験OK！,新潟県,上越市,黒井駅から車8分,1280,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804836,https://job-con.jp/detail/51/804836,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【未経験の方大歓迎♪】残業月20H以上！高収入ゲットの大チャンス☆,機械オペレーター<B><B>【業務内容詳細】指示書をもとに、<B>棚から必要な品番の製品を必要個数台車に乗せて運びます。<B>・作業台で、<B>袋に詰めたり真空パック詰めしたりします・箱詰めしてラベル張りして箱を積み上げてもらいます【取扱製品情報】大小さまざまな基板部品,,,派遣社員,804836,1314RS0629G28★42-S,51
FALSE,,,,4,不問,49,◆未経験OK！,茨城県,坂東市,中妻駅から車16分,1600,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804838,https://job-con.jp/detail/51/804838,印刷・製紙,軽作業・検査・ピッキング,【未経験者カンゲイ♪】残業基本ナシで趣味・遊びも充実♪高収入ワーク！,車用触媒の投入・検査<B><B>【業務内容詳細】自動車に使う円柱状の触媒をダンボールから取り出し、<B>印に沿ってベルトコンベアに乗せる業務、<B>または加工後の触媒の回収と外観検査【取扱製品情報】 自動車の排気ガスを浄化する触媒,,,派遣社員,804838,1314RS0629G10★53-S,51
FALSE,,,,4,不問,49,◆未経験OK！,茨城県,坂東市,中妻駅から車13分、清水公園駅から車30分、春日部駅から車44分,1600,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804843,https://job-con.jp/detail/51/804843,自動車・部品・バイク,その他,【未経験カンゲイ☆】高時給1600円×交替勤務で稼げる！さらに直接雇用制度あり♪,くるまの触媒をベルトコンベアに乗せる作業<B><B>＼自動車の排気ガスを浄化する触媒づくりに伴う作業/<B>◆自動車に使う円柱状の触媒の取り出し<B>◆加工後の触媒の回収<B>◆外観検査　など,,,派遣社員,804843,1314RS0629G10★76-S,51
FALSE,,,,4,不問,49,◆未経験OK！,新潟県,胎内市,平木田駅から車9分,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804844,https://job-con.jp/detail/51/804844,輸送機械,組立・組付け・機械オペレーター・塗装,【未経験OK！】女性も活躍中×優しい職場☆ガッツリ稼げる残業月20H以上！,組立・加工・食品製造など<B><B>【業務内容詳細】大型航空機内に使用されるパネル等の製造。<B>ギャレー部分、<B>他の組立やフィルムを貼る作業。<B>【取扱製品情報】,,,派遣社員,804844,1314RS0629G24★8-S,51
FALSE,,,,4,不問,49,◆未経験OK！,岐阜県,美濃加茂市,加茂野駅から徒歩15分,1700,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804846,https://job-con.jp/detail/51/804846,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【未経験OK！ビギナー活躍中♪】憧れの高収入Work！！,リチウム電池の機械操作<B><B>【業務内容詳細】リチウムイオン電池の機械オペレーター。<B>機械に部品をセットしていく。<B>部署によって最大12kgの物もあるが、<B>比較的軽いものが多い。<B>女性も活躍しており、<B>最大3kgの物の部署もある。<B>空調完備で、<B>キレイな職場です。<B>【取扱製品情報】自動車などのバッテリー,,,派遣社員,804846,1314RS0629G51★35-S,51
FALSE,,,,4,不問,49,◆未経験OK！,三重県,松阪市,※詳しくはお問合せください,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804848,https://job-con.jp/detail/51/804848,その他,組立・組付け・機械オペレーター・塗装,【未経験スタートOK！】収入重視派さんに！残業20H以上！！,機械部品の寸法検査<B><B>【業務内容詳細】　≪大手企業で勤務！<B>高時給で稼げる検査の仕事♪≫<B>機械に使われる部品を製造する企業でのお仕事です。<B>スマホくらいの大きさの丸いアイテムの、<B>丸さをチェックしたり厚さをチェックいただきます。<B>空調完備の快適な環境。<B>未経験でも丁寧な指導を受けられるので安心です。<B>【取扱製品情報】機械要素部品,,,派遣社員,804848,1314RS0629G55★74-S,51
FALSE,,,,4,女性,49,◆経験者歓迎！,愛知県,小牧市,小牧口駅からバス15分,1550,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804858,https://job-con.jp/detail/51/804858,化学・石油化学,軽作業・検査・ピッキング,【経験活かしてステップUP！！】女性スタッフさんも活躍中♪若い世代も活躍中！,くるまホース部品の性能検査<B><B>【業務内容詳細】自動車用ホースの検査！<B>国内性能定期点検。<B>性能検査や寸法検査を行います。<B>【取扱製品情報】自動車ゴム部品,,,派遣社員,804858,1314RS0629G51★37-S,51
FALSE,,,,4,男性,49,◆経験者歓迎！,愛知県,小牧市,※詳しくはお問合せください,1550,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804859,https://job-con.jp/detail/51/804859,化学・石油化学,軽作業・検査・ピッキング,【経験活かしてステップUP！！】憧れの高収入Work！！,くるまゴム部品の集荷・運搬<B><B>【業務内容詳細】自動車ゴム部品の集荷作業！<B>1箱10kgの箱を運搬します。<B>　【取扱製品情報】自動車防振郷ゴムや自動車用ホース,,,派遣社員,804859,1314RS0629G51★38-S,51
FALSE,,,,4,不問,49,◆未経験OK！,京都府,京都市南区,西大路駅から徒歩6分,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804860,https://job-con.jp/detail/51/804860,その他,軽作業・検査・ピッキング,【未経験の方も安心◎】プライベートも充実♪土日祝休！ちょこっと残業あり♪,電池部品の目視検査・測定<B><B>電池の製造工程での検査業務。<B>手のひらサイズの電池の部品を検査する業務です。<B>最初は目視検査がメインですが、<B>慣れてきたら検査工具を使い製品の検査を行ってもらいます。<B>(ノギス/拡大鏡/X線検査、<B>動作確認など徐々にレベル上がっていきます)製品の完成形が手のひらサイズで重量物は基本的にありません。,,,派遣社員,804860,1314RS0629G58★61-S,51
FALSE,,,,4,不問,49,◆未経験OK！,福島県,田村市,三春駅から車13分,1350,株式会社綜合キャリアオプション,https://job-con.jp/detail/preview/51/804862,https://job-con.jp/detail/51/804862,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【未経験OK！】収入重視派さんに！残業20H以上！！社会人経験をつもう！,カーエアコン部品の組立<B><B>寮【業務内容詳細】カーエアコンや燃料供給装置の製造を担当。<B>部品の組立・調整を正確に行い、<B>高品質な製品づくりを支えます。<B> また、<B>部品ピッキングや在庫管理を通じてラインへ供給し、<B>生産の流れを円滑にします。<B>【取扱製品情報】自動車用熱機器製品やガソリンエンジン用燃料供給・噴射装置,,,派遣社員,804862,1314RS0629G6★66-S,51
