,,予算枠,残枠,優先順位,性別,年齢上限,求める資格[テキスト],都道府県,市区町村,最寄り駅,（上部）給与形態例下限,社名,URL,/previewなし,業種,職種,タイトル,仕事内容キャッチ,寮完備,寮費,雇用形態,案件ID,仕事No.,企業ID
FALSE,,,,3,不問,50,資格や経験を活かせるお仕事です！,静岡県,富士市,ジヤトコ前,30,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/672720,https://job-con.jp/detail/2615/672720,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【月収30万円可♪】年休たっぷり146日！自動車部品の組立て・製造オペレーター◎,自動車部品の製造<B>変速機(ステップAT、CVT、ハイブリッド車用トランスミッション等)の製造をおこなっています。<B><B>☆未経験OK！<B>　丁寧な研修と指導で安心のスタート♪<B><B>＜具体的には…＞<B>様々な工程がありいずれかのお仕事をお任せします！<B><B>◆鋳造・鍛造<B>　→アルミダイガストの鋳造物のバリとり・型枠はずし<B><B>◆加工・組立・熱処理<B>　→鋳造・鍛造工程から上がってきたものを<B>　　トランスミッションに組み立てていく<B>　→強度を上げる為に熱を加えて強度を上げる<B><B>◆物流作業<B>　→リフトでの部品運搬<B>　→外観検査<B><B>☆基本各工程内にて仕上がりの検査があります。<B><B>＜職場環境♪＞<B>◎長期休暇あり！プライベートもしっかり確保できます♪<B>◎残業や深夜手当でしっかり稼げます！<B>◎1食400円～食堂でご飯が食べられます♪<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,672720,《JAGB2C》吉原宝町CL中部第二-富士,2615
FALSE,,,,3,不問,49,資格や経験を活かせるお仕事です！,兵庫県,神戸市東灘区,アイランド北口,1290,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/672730,https://job-con.jp/detail/2615/672730,食品・飲料,組立・組付け・機械オペレーター・塗装,【期間限定！支援金あり☆計10万円】大手企業◎月収26万円可！包装機のオペレーターなど◎,大手有名コーヒーメーカーで機械オペレーターなど<B><B>コーヒーのいい香りに癒されながらお仕事♪<B>休み時間は無料でコーヒーが飲めちゃう！<B><B>＜具体的には…＞<B>◆機械操作：<B>・包装機のオペレーション業務<B>・ダンボールなどの準備や段取り<B>・包装用の用紙を機械にセット<B>→慣れてきたら工具を使用した装置エラー対応等も行っていただきます！<B>※~15Kg程度の運搬あり<B><B>＜作業環境＞<B>◎クリーンルーム作業<B>◎空調完備の快適環境<B>◎食品関連なので衛生面も管理されたキレイな作業場<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,672730,《JNET1C》UC向洋町CL関西第二-神戸,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,青森県,南津軽郡藤崎町,北常盤,23,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/675686,https://job-con.jp/detail/2615/675686,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,人気の日勤！配電盤や制御盤の製造◎マイカー通勤OK♪長期休暇アリ☆転籍支援制度あり♪,電気機械器具（配電盤・制御盤・監視盤・分電盤）の製造業務をお任せします<B><B>◎製造業・塗装業・板金製造業の経験が活かせます！<B><B>＼あなたのキャリアアップをサポート！／<B>メーカー先への転籍支援制度あり♪<B>頑張り次第で直接雇用のチャンスがあります！<B><B>＜具体的には…＞<B>◆配電盤・制御盤等の組立作業<B>　→自動販売機くらいの大きさ(それ以上の場合もあり)の<B>　　配電盤・制御盤の内部に各電気機器を組み込んでいく作業<B>◆分版に配線を組む作業<B><B>【1日の流れ】<B>08:10 作業開始<B>10:00 休憩<B>10:10 作業再開<B>12:00 昼休憩<B>13:00 作業再開<B>15:00 休憩<B>15:10 作業再開<B>17:15 終了<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,675686,《ANGR1C》和田CL北日本第二-青森,2615
FALSE,,,,3,不問,45,資格や経験を活かせるお仕事です！,青森県,黒石市,田んぼアート,21,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/675690,https://job-con.jp/detail/2615/675690,医療機器,組立・組付け・機械オペレーター・塗装,【年間休日129日】日勤&土日祝休み☆残業少なめ♪医療用機器の組立・検査◎未経験歓迎！,医療器具の組立<B><B>内視鏡・カテーテルの組立て作業をお任せします♪<B>単純作業なので、未経験でも大丈夫◎<B><B>＜具体的には…＞<B>◆手作業による内視鏡処置具の組立作業<B>◆目視や顕微鏡での検査<B><B>☆クリーンルームでの作業です！<B><B>【1日の流れ】<B>08:10 作業開始<B>12:00 昼休憩<B>12:45 作業再開<B>17:15 終了<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,675690,《ANHC1C》追子野木CL北日本第二-青森,2615
FALSE,,,,3,不問,47,資格や経験を活かせるお仕事です！,青森県,南津軽郡藤崎町,藤崎,24,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/675695,https://job-con.jp/detail/2615/675695,機械・金属・鉄鋼,その他,未経験からCADオペレーターに！電気機械器具の製造！日勤専属♪車通勤OK！無料の駐車場完備☆,電気機械器具のCADオペレーター<B><B>電気機械器具（配電盤・制御盤・監視盤・分電盤）の製造業務です<B><B>未経験の方歓迎◎<B>PCを使用しての業務経験があればOK★<B><B>＜具体的には…＞<B>◆CADを使用した配電盤・制御盤等の図面の作成・修正<B>・出来上がった図面に寸法の入力<B>・色付け　など<B><B>☆未経験でも安心のサポート☆<B>　CADを触った事がない方でも安心して始めていただけます！<B><B>◎空調完備のキレイな職場です！<B><B>【1日の流れ】<B>08:10 作業開始<B>10:00 休憩<B>10:10 作業再開<B>12:00 昼休憩<B>13:00 作業再開<B>15:00 休憩<B>15:10 作業再開<B>17:15 終了<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,675695,《ANGZ1C》和田CL北日本第二-青森,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,兵庫県,伊丹市,伊丹,1350,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/675703,https://job-con.jp/detail/2615/675703,機械・金属・鉄鋼,管理・清掃・洗浄・事務,【未経験OK！】日勤＆土日祝休み☆建設機器や部品の洗浄◎シンプル作業♪残業ほぼなし◎,建設機械や産業機械をレンタルしている会社です<B><B>未経験から活躍できるシンプル作業<B>建設用重機に興味がある方歓迎♪<B><B>＜具体的には…＞<B>◆レンタルから返ってきた機械や部品の清掃・洗浄<B>　→高圧洗浄機など機械を使用します<B><B>☆未経験歓迎！<B>　丁寧に教えて貰えるので安心してお仕事スタート可能です◎<B><B>【1日の流れ】<B>08:30 始業<B>12:00 休憩<B>13:00 作業再開<B>17:30 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,675703,《JNGK1C》NR北本町CL関西第一-伊丹,2615
FALSE,,,,3,不問,39,資格や経験を活かせるお仕事です！,大阪府,大阪市港区,大阪港,1450,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/677868,https://job-con.jp/detail/2615/677868,食品・飲料,軽作業・検査・ピッキング,【安心の土日休み】軽作業◎ウィスキーの検査作業！未経験歓迎★高収入！月収28万円可,ウィスキーの検査作業！<B><B>未経験の方歓迎♪<B>丁寧な研修があるので初めての方も安心！<B><B>力仕事ほぼナシで無理なく働ける環境です◎<B><B>＜具体的には…＞<B>◆機械オペレーター業務<B>　・大手酒造メーカーのウィスキー充てん作業<B>　・ドリンクの注入工程にて注入口の微調整<B>　・充てん作業中に正しく注がれているかをチェックして工程管理<B>　・瓶の口を手で微調整して漏れを防ぐ<B>　・タッチパネル操作で充填工程の管理<B><B>◆検査業務<B>　・ガラス瓶のキズや欠けが無いかの検査<B>　・ワレ・欠けがないかのチェック<B>　・ラベルを貼った後の検査<B>　・ズレ・しわ・よれのチェック<B><B>＜職場環境＞<B>◎頑張り次第で直接雇用の可能性あり！<B>◎仕出し弁当の注文OK♪<B>◎クリーンルームでのお仕事なので清潔&きれいです☆<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,677868,《JNIO1C》CI海岸通CL関西第一-北大阪,2615
FALSE,,,,3,男性,52,資格や経験を活かせるお仕事です！,兵庫県,加東市,社町,22,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/677892,https://job-con.jp/detail/2615/677892,建築・住宅,その他,【未経験OK】建築塗料の製造◎缶をセットして原料を既定の量入れるだけ♪日勤＆土日祝休み！,建設現場や住宅外壁に使われる塗料を製造している会社です<B><B>シンプル＆繰り返し作業♪<B>未経験から始めた方がほとんどです！<B><B>＜具体的には…＞<B>①塗料の原料を専用の缶をセットする<B>②原料を既定の量まで缶に入れて蓋する<B>③パレットに綺麗に並べる<B><B>【1日の流れ】<B>出勤<B>作業服に着替える<B>業務開始<B>昼休憩<B>業務開始<B>終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,677892,《JNJH1C》SK河高CL関西第二-小野,2615
FALSE,,,,3,男性,40,資格や経験を活かせるお仕事です！,大阪府,大阪市港区,大阪港,1450,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/677916,https://job-con.jp/detail/2615/677916,食品・飲料,組立・組付け・機械オペレーター・塗装,【月収30万円可】土日休み☆飲料の機械オペレーター！年間休日121日☆駅チカ徒歩圏内◎,ウイスキーやリキュールなどの飲料の充填や箱詰め<B><B>☆未経験OK！製造経験者歓迎<B>　丁寧な研修と指導で安心のスタート♪<B><B>＜具体的には…＞<B>基本的に機械を使用して行います♪<B>◆空容器の洗浄作業<B>◆出来上がったウイスキーやリキュール類を瓶に充填<B>◆ラベルの貼付け<B>◆キャップシールの巻き付け<B>◆製品の段ボール詰め・ケース詰め<B>◆使用する機械のパーツ取替<B><B>◎クリーンルームでの作業なので清潔な環境です！<B>◎頑張り次第で直接雇用の可能性あり！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,677916,《JNJC1C》CI海岸通CL関西第一-北大阪,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,兵庫県,伊丹市,猪名寺,1180,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/677922,https://job-con.jp/detail/2615/677922,食品・飲料,その他,パックサラダのカット・袋詰めなど！駅チカ徒歩4分♪残業ほぼなし☆未経験歓迎◎シフト制☆,惣菜・パックサラダのカットや袋詰めなど！<B><B>パックサラダの製造工場で、加工作業をお任せします◎<B>パスタサラダやポテトサラダなどのお惣菜づくりです！<B><B>☆カンタン作業で未経験でも安心スタート！<B><B>＜具体的には…＞<B>◆野菜の前加工の業務<B>　→茹で上げ、洗浄、カット　<B>　→野菜を茹で釜に投入、鍋のかくはん　など<B><B>＜職場環境＞<B>◎空調完備で快適な環境♪<B>◎クリーンルームで清潔な環境！<B><B>☆食品を扱っている会社ですので衛生管理等の経験がつきます！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,677922,《JNIM1C》HD南町CL関西第一-伊丹,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,栃木県,宇都宮市,氏家,21,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680809,https://job-con.jp/detail/2615/680809,その他,組立・組付け・機械オペレーター・塗装,【日勤&土日休み◎】未経験歓迎◎段ボールの印刷機オペレーター！仕出し弁当の注文OK♪,まずはカンタンな補助作業から！<B>段ボールへ文字を印刷する機械オペレーション業務をお任せします！<B><B>☆未経験歓迎！<B>　丁寧な指導があるので初めてでも安心です♪<B><B>☆段ボール製造は宅配需要の高まりで安定してお仕事があります！<B>　長期安定で働きたいあなたにピッタリのお仕事です♪<B><B>＜具体的には…＞<B>■段ボールへの印字：機械操作<B>■印字の目視チェック<B>■完成品の梱包<B><B>【1日の流れ】<B>08:15 仕事開始<B>10:00 休憩(10分)<B>12:00 お昼食事(50分)<B>15:00 午後休憩(10分)<B>17:10 退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680809,《JMKF1C》宇都宮第3CL北関東第二-筑西,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,栃木県,下都賀郡壬生町,壬生,28,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680825,https://job-con.jp/detail/2615/680825,化学・石油化学,組立・組付け・機械オペレーター・塗装,【フォークリフト初心者さん大歓迎♪】月収28万円可×お休み多めの4勤2休！,プラスティック材のリサイクル工場でのお仕事<B><B>ペットボトルやビニール袋のリサイクル工場です。<B>汚れやにおいはほとんど気にならない職場です！<B><B>☆フォークリフト資格が活かせます♪<B>　実務未経験OK！<B>　資格をお持ちの方は是非ご相談ください◎<B>　<B>＜具体的には…＞<B>①ペットボトルを溶かす機械に投入<B>②溶かして長い棒状にしながら冷やす<B>③冷やした製品を細かく1㎝前後の大きさに機械を使用してカット<B>④完成した製品を取り出す<B>⑤フレコンバックにペレットを充填・出荷できる状態にする<B>※途中の工程は機械が行います！<B><B>＜職場環境＞<B>◎社員食堂あり！仕出し弁当350円~注文OK◎<B>◎社宅完備＆カップル入寮OK！<B><B>【1日の流れ】<B>（①日勤の場合）<B>08:00 出社・作業開始<B>10:00 休憩(15分)<B>12:00 お昼休憩(60分)<B>15:00 休憩(15分)<B>18:00 残業2時間<B>20:00 作業終了<B><B>（②夜勤の場合）<B>20:00 出社・作業開始<B>22:00 休憩(15分)<B>24:00 お昼休憩(60分)<B>03:00 休憩(15分)<B>06:00 残業2時間<B>08:00 作業終了<B><B>詳細について…,1,,正社員,680825,《JMVI1C》下都賀CL北関東第二-筑西,2615
FALSE,,,,3,不問,42,資格や経験を活かせるお仕事です！,栃木県,小山市,小山,28,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680827,https://job-con.jp/detail/2615/680827,化学・石油化学,組立・組付け・機械オペレーター・塗装,【月収28万円可！】年休135日♪リサイクル加工・運搬◎フォークリフト資格あれば未経験OK！,プラスティック材のリサイクル工場でのお仕事<B><B>ペットボトルやビニール袋のリサイクル工場です。<B><B>＜具体的には…＞<B>①ペットボトルを機械に投入して溶解<B>②溶かした原料を棒状に加工して水槽で冷却<B>③冷やした原料を1cm四方ほどの粒に裁断<B>④麻袋に裁断したプラスティック材（ペレット）を充填、出荷準備<B><B>◆フォークリフト運搬作業あり（資格必須）<B>　実務未経験OK！資格をお持ちの方は是非ご相談ください！<B><B>◎社員食堂あり！仕出し弁当350円~注文OK<B>◎4勤2休で年休135日♪平日休みがあってプライベートも充実<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680827,《JMVL1C》下都賀CL北関東第二-筑西,2615
FALSE,,,,3,不問,50,資格や経験を活かせるお仕事です！,茨城県,坂東市,三妻,23,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680832,https://job-con.jp/detail/2615/680832,建築・住宅,クレーン・フォークリフト・運搬,【フォークリフト・日勤】木材の運搬／4勤2休でお休みしっかり♪／家具家電付き社宅＋補助あり！,住宅用木材の運搬・加工<B><B>☆カウンターフォークリフトの資格や経験をいかせるお仕事♪<B><B>＜具体的には…＞<B>◆住宅用木材の加工マシンオペレーター業務<B>◆木材のカットをして積み上げる作業<B>◆カットした木材の運搬作業<B><B>★フォークリフト資格・実務経験要<B><B>＜職場環境♪＞<B>◎安心の交通費月3万円まで支給　※規定あり<B>◎外国人の方も就業する職場です！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680832,《JMLT1C》坂東第6CL北関東第一-つくば,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,茨城県,石岡市,石岡,27,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680833,https://job-con.jp/detail/2615/680833,機械・金属・鉄鋼,クレーン・フォークリフト・運搬,土日祝休み！月収27万円可！フォークリフトでの電線・ケーブルの運搬◎,フォークリフトでの電線・ケーブルの運搬作業<B><B>太陽光発電機器、自動車、光ファイバ製品など<B>様々な製品に使われる電線・ケーブルを製造している工場です！<B><B>＜具体的には…＞<B>◇ロールにまかれた電線をフォークリフトで運搬<B>◇空のロールを手押しで所定の場所へ収集<B>※フォークリフトは基本バック走行になります<B><B>☆フォークリフト免許＆カウンターリフト（4t、8tの大型タイプ）実務経験者必見！<B>☆入社後のしっかりとした研修でスキルアップが目指せます！<B>☆メーカー先への転籍支援制度あり！<B>　あなたのキャリアアップを応援します！<B>☆食堂完備！2種類の美味しい定食が選べます♪（330円・390円）<B><B>【1日の流れ】<B>（日勤の場合）<B>08:10 ラジオ体操・朝礼<B>08:20 作業開始<B>10:00 小休憩（10分）<B>12:00 昼食・休憩（45分）<B>12:45 作業再開<B>15:00 小休憩（10分）<B>16:40 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,680833,《JMKD1C》石岡第5CL北関東第一-水戸,2615
FALSE,,,,3,男性,50,資格や経験を活かせるお仕事です！,栃木県,日光市,大桑,25,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680840,https://job-con.jp/detail/2615/680840,機械・金属・鉄鋼,クレーン・フォークリフト・運搬,【月収25万円可】フォークリフト運搬&機械へのセット作業★年休136日♪社宅費補助あり☆,大手メーカー銅箔製造工場でのお仕事<B><B>リチウムイオン電池の集電体や、携帯電話などの各種モバイル機器、サーバー・ルーター等の情報通信機器に内蔵されているプリント配線板用「電解銅箔(銅箔が巻かれた筒)」を製造しています☆<B><B>☆フォークリフトの作業経験を活かせます！<B>　玉掛け・天井クレーンの資格をお持ちの方大歓迎♪<B><B>＜具体的には…＞<B>◆リーチフォークリフト運搬<B>◆カウンターフォークリフト運搬<B>◆機械の清掃<B>　→パーツクリーナーなどを使用します<B>※お仕事はフォークリフト業務が4割：作業（機械へのセットや清掃）が6割です<B>　<B>◎空調完備で年中快適な環境♪<B>◎社宅費補助ありなので遠方からの応募も大歓迎☆<B><B>＊環境＊<B>・大自然豊かな地域です♪<B>・温泉街や日光東照宮など世界遺産もありプライベートも充実◎<B>・宇都宮にも車で40分程で行くことができます！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680840,《JMSZ1C》日光第2CL北関東第二-筑西,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,福島県,いわき市,赤井,30,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680844,https://job-con.jp/detail/2615/680844,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,＼月収30万円可&社宅費全額補助／未経験OK♪部品を持ってきたら機械にぜーんぶお任せ！,業界大手メーカーで電子部品製造のお仕事<B><B>スマートフォンや車のスイッチに使われる電子部品の製造をお任せ♪<B><B>＜具体的には…＞<B>①部品を持ってくる<B>②機械にセット！<B>③半自動的に作業が完了♪<B>④ホッチキスで製品を繋げる<B>⑤できた物を取り出し台車に乗せる<B>⑥次の工程へ持っていく<B><B>★未経験の方歓迎！製造経験者の方も大歓迎★<B>　<B>＜職場環境＞<B>◎社宅費全額補助！遠方からの応募も安心！<B>◎290円～格安の仕出し弁当注文OK♪<B>◎空調完備の快適環境<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680844,《JMCU1C》いわき第42CL北関東第一-いわき,2615
FALSE,,,,3,不問,45,資格や経験を活かせるお仕事です！,茨城県,ひたちなか市,佐和,29,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680848,https://job-con.jp/detail/2615/680848,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,月収29万円可！大手グループ☆電子部品の組立・検査業務♪直接雇用のチャンスあり！,電子部品の組立・検査<B><B>＼大手グループでのお仕事♪／<B><B>☆未経験OK！<B>　丁寧な研修と指導で安心のスタート！<B><B>＜具体的には…＞<B>◆部品組立<B>◆顕微鏡検査<B>◆装置への部品セット<B>◆マシンオペレーター　　など<B><B>※配属部署によって作業内容は異なります<B>※部署によりクリーンルームでの作業あり<B><B>＜職場環境＞<B>◎ワンコイン(500円)でランチが食べられる食堂完備♪　※平日昼のみ<B>◎日用品などを買うことができるコンビニもあります！<B>◎UTメンバー多数就業中の職業！大手メーカーグループで安心の好待遇♪<B>◎頑張り次第で直接雇用のチャンスあり！<B>◎アクセサリーOK！自分らしく働ける！<B><B>【1日の流れ】<B>①<B>08:15 始業、朝礼<B>12:00 昼休憩<B>12:45 業務再開<B>17:00 終業<B><B>②<B>19:30 始業、朝礼<B>00:00 昼休憩<B>00:45 業務再開<B>04:15 終業<B><B>③<B>08:15 始業、朝礼<B>12:00 昼休憩<B>12:45 業務再開<B>17:00 休憩(15分)<B>18:00 終業<B><B>④<B>20:15 始業、朝礼<B>00:00 昼休憩<B>00:45 業務再開<B>05:00 休憩(15分)<B>06:…,1,,正社員,680848,《JMPR1C》ひたちなか第4CL北関東第一-水戸,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,茨城県,龍ケ崎市,竜ヶ崎,30,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680852,https://job-con.jp/detail/2615/680852,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,大手メーカーで月収30万円可＆土日祝休み☆建設重機の組立て☆駅から無料送迎あり♪夏は飲料無料支給！,建設重機の製造組立て<B><B>建設重機の製造をおこなっています！<B>わくわくできるものづくり♪<B><B>【重機本体の部品組み立て】<B>◆電動工具やトルクレンチを使用してのボルト締め<B>◆油圧ホースの取付け<B>◆その他部品の組付作業<B><B>☆メーカー先への転籍支援制度あり！<B>　あなたのキャリアアップを応援します♪<B>☆製造・組立て経験者歓迎！<B>　体を動かすことが好きな方にオススメで♪<B>☆食堂＆売店完備！450円～美味しいご飯が食べられます♪<B>☆500mlペットボトルの無料支給あり★<B>☆丁寧な研修があるので安心◎<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680852,《JLYC1C》龍ケ崎CL北関東第一-つくば,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,茨城県,神栖市,下総橘,26,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680858,https://job-con.jp/detail/2615/680858,製薬・化粧品,組立・組付け・機械オペレーター・塗装,月収26万円可♪紹介予定派遣◎国内シェアトップクラス♪DHAなど魚油生産のOP◎残業少なめ☆,国内シェアトップクラスの食品メーカー！<B><B>紹介予定派遣のお仕事♪<B>最長6ヵ月の派遣契約終了後、双方の合意の上、<B>派遣先での直接雇用切り替えを前提としたお仕事です！<B><B>創業110年の老舗企業☆<B>水産・食品・ファインケミカルの3事業を展開しており<B>冷凍食品・缶詰・練り製品では国内トップクラスのシェアを誇る東証プライム上場企業です♪<B><B>★魚油生産のオペレーション業務★<B>青魚から搾油できる油を精製して、<B>EPAやDHAと呼ばれる健康成分を多く含む魚油を生産しています！<B><B>＜具体的には…＞<B>◇プラントのオペレーション業務<B>◇医薬品原料を混合している機器の洗浄<B>◇機械メンテナンス<B>◇その他、分析機器の取り扱いあり<B><B>入社後は安全面や製品について座学研修あり！<B>研修後も現場で働きながら一つ一つ専門知識とスキルが学べる環境です。<B><B>◎食堂・個人ロッカー完備！<B>◎残業少なめで無理なく働けます♪<B><B>【1日の流れ】<B>07:30 出社<B>08:15 製造作業<B>10:30 休憩（10分）<B>11:30 昼休憩（60分）<B>14:00 休憩（10分）<B>15:30 引継作業(次シフト時間帯へ)<B>16:15 業務終了<B><B>…,1,,紹介予定派遣,680858,《JLZI1C》神栖第20CL北関東第一-神栖,2615
FALSE,,,,3,女性,45,資格や経験を活かせるお仕事です！,茨城県,神栖市,下総橘,1370,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680881,https://job-con.jp/detail/2615/680881,医療機器,その他,日勤＆土日祝休み！コツコツ作業☆歯科用部材の製造オペレーター！直接雇用のチャンスあり♪,歯科治療用の詰め物原料の製造補助<B><B>◎未経験歓迎<B>　丁寧な研修と指導で安心のスタート♪<B><B>＜具体的には…＞<B>■歯医者さんで使われる詰め物の原料の脱泡作業<B>①粘土状の原料をこねて詰め込む<B>②機械にセットして脱泡作業（ボタンを押すだけ！）<B>③容器を取り外し、台車で次工程に搬送する<B><B>※クリーンルームでのお仕事です♪<B><B>＜職場環境＞<B>◎残業や休日出勤等の時間外労働が自主性に任せられています♪<B>　残業をする方、定時で帰る方などライフスタイルに合わせて働けます！<B>◎女性の多い職場で主婦（夫）の方も多数！<B>　急な休みや学校行事に理解がある職場になります！<B>◎UT社員が多数在籍している為、質問などがしやすいです☆<B>◎無料の給茶機があるので水、白湯、お茶、コーヒーが飲み放題！<B>　夏場はスポーツドリンクも！<B><B>【1日の流れ】<B>08:30 全体朝礼<B>08:40 作業開始<B>10:00 10分休憩（有給）<B>12:00 昼休憩（60分）<B>13:00 作業再開<B>15:00 10分休憩（有給）<B>17:15 作業終了<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい…,,,正社員,680881,《JFAD1C》神栖第24CL北関東第一-神栖,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,茨城県,ひたちなか市,後台,26,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680901,https://job-con.jp/detail/2615/680901,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【月収26万円可☆土日休み】ボルトやナットの製造オペレーター！直雇用のチャンスあり,産業用のボルトやナット製造の機械オペレーター<B><B>＜具体的には…＞<B>◇製造装置のオペレーション業務<B>⇒プレス機が6台あり、1人1～2台を担当いただきます<B><B>☆製造の経験が活かせるお仕事です！<B><B>＜職場環境＞<B>◎休憩所あり！仕出し弁当の注文OK！<B><B>【1日の流れ】<B>※①の場合<B>08:00 定時出勤<B>10:00 小休憩<B>12:00 昼休憩<B>15:00 小休憩<B>16:45 定時退勤<B>※残業の場合、15分休憩し残業開始<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,680901,《JMMA1C》ひたちなか第21CL北関東第一-水戸,2615
FALSE,,,,3,男性,33,資格や経験を活かせるお仕事です！,福島県,いわき市,湯本,1500,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/680907,https://job-con.jp/detail/2615/680907,化学・石油化学,軽作業・検査・ピッキング,【月収25万円可】人気の土日休み☆有機化学品の製造・梱包・検査◎残業少なめ♪紹介予定派遣,有機化学品の製造・梱包・検査のお仕事<B><B>☆紹介予定派遣のお仕事♪<B>最長6か月の派遣契約終了後、双方の合意の上、<B>派遣先での直接雇用切り替えを前提としたお仕事です！<B><B>＜具体的には…＞<B>◆原料受入・管理<B>◆材料の準備<B>◆機械オペレーション<B>◆梱包<B>◆品質チェック<B>　→目視による色相検査あり<B>◆製品充填<B>◆運搬作業<B>◆入出荷業務<B><B>【1日の流れ】<B>08:00 作業開始<B>12:00 昼食・休憩<B>13:00 作業再開<B>16:30 作業終了、勤怠登録、退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,紹介予定派遣,680907,《JMTZ1C》いわき第32CL北関東第一-いわき,2615
